date,count,avg_age,Canvas,Canvas - Admin,Canvas - Assessments,Canvas - Commons,Canvas - Communications,Canvas - Core Services,Canvas - Gradebook,Canvas - None,Canvas - Notification Service,Canvas - Outcomes,Canvas - Platform,Canvas - Quizzes,Canvas - Rich Content Service,Canvas - SIS,Canvas - Support,Canvas - UI Dev,Canvas - admin,Canvas - analytics,Canvas - assessments,Canvas - canvas_core_services,Canvas - catalog,Canvas - commons,Canvas - communications,Canvas - gradebook,Canvas - infrastructure,Canvas - ios,Canvas - platform,Canvas - quizzes,Canvas - sis,Canvas - support,Canvas - ui_dev,Canvas - unassigned,Catalog,Catalog - Catalog,Catalog - None,Commons,Commons - Admin,Commons - Communications,Commons - None,Mobile,Mobile - Admin,Mobile - Android,Mobile - Assessments,Mobile - None,Mobile - WebAPI,Mobile - android,Mobile - iOS,Mobile - ios,Mobile - unassigned,Notorious,Notorious - infrastructure,Notorious - tweed,Ops,Ops - support,Platform,Platform - Admin,Platform - Communications,Platform - None,Platform - admin,Platform - canvas_core_services,Platform - gradebook,Platform - platform,Pro Serve,Pro Serve - None,Professional Services,Professional Services - None,Ranchero Dos,Ranchero Dos - None,Ranchero Dos - commons,Re:Canvas,Re:Canvas - None,SIS,SIS - None,SIS - sis
2015-01-11,1097,211.92224501164793,222.82732887147677,157.73473469727213,253.1228199718706,"",282.4279018623956,236.7452657004831,158.83499124480346,271.0742149758454,"","","","","","",210.4861956521739,137.46132365319866,59.00985479611824,"",126.54881724537037,96.85243301388888,"","",304.5387941919192,165.78376937984495,544.1250810185185,"","","","",8.472829034391534,"",49.34707175925926,69.68129918981482,69.68129918981482,"",44.0352533436214,"","",44.0352533436214,53.406404320987654,"",26.103653846153843,"","","","",64.50900607638889,"","","","","","","",122.0237509693287,"","",122.0237509693287,"","","","","","","","","","","","","",141.5445235339506,140.05342824074074,149.28829861111112
2015-01-12,1098,212.72832675571746,223.60831974342247,158.73473469727213,254.1228199718706,"",283.4279018623956,237.7452657004831,159.83499124480346,272.0742149758454,"","","","","","",211.4861956521739,138.46132365319866,60.00985479611824,"",127.54881724537037,97.85243301388888,"","",305.5387941919192,166.78376937984495,545.1250810185185,"","","","",8.288725405092592,"",50.34707175925926,70.68129918981482,70.68129918981482,"",45.0352533436214,"","",45.0352533436214,54.406404320987654,"",27.103653846153843,"","","","",65.50900607638889,"","","","","","","",123.0237509693287,"","",123.0237509693287,"","","","","","","","","","","","","",142.5445235339506,141.05342824074074,150.28829861111112
2015-01-13,1105,212.34271744595273,223.27889375270212,159.68084248170325,255.1228199718706,"",278.64303176635843,236.66125478927205,158.69626653010812,273.0742149758454,"","","","","","",222.05375,139.46132365319866,61.00985479611824,"",128.54881724537037,98.85243301388888,"","",306.5387941919192,167.78376937984495,546.1250810185185,"","","","",13.061960648148148,"",51.34707175925926,71.09796585648148,71.09796585648148,"",41.43172800925926,"","",41.43172800925926,57.77414405684754,"",35.63475,"","","","",64.49358164983164,"","","","","","","",124.0237509693287,"","",124.0237509693287,"","","","","","","","",0.10036458333333333,0.19314814814814815,0.20072916666666665,"","",143.5445235339506,142.05342824074074,151.28829861111112
2015-01-14,1105,212.4594595274007,223.10165318230852,161.2813294846051,253.4320868945869,"",278.83537080471683,235.62996201329534,162.46030146886972,274.0742149758454,"","","","","","",223.05375,128.75621334876544,62.00985479611824,"",129.54881724537037,99.85243301388888,"",1.2007291666666666,307.5387941919192,168.78376937984495,547.1250810185185,"","","","",7.701089248971193,"",52.34707175925926,66.47504540598291,66.47504540598291,"",47.0352533436214,"","",47.0352533436214,57.913678940568474,"",36.13475,"","","","",64.52388468013467,"","","","","","","",109.44952160493828,"","",109.44952160493828,"","","","","","","","",1.193148148148148,1.193148148148148,"","","",144.5445235339506,143.05342824074074,152.28829861111112
2015-01-15,1114,211.63438310392976,221.857406517094,156.62616682816537,256.98315295815297,"",276.5793780161241,232.6529878618114,162.37495693826102,275.0742149758454,"","","","","","",205.38260416666665,129.83954668209876,67.92734269579476,"",130.54881724537037,100.85243301388888,0.9133217592592593,"",301.6823765432099,162.28226851851852,548.1250810185185,"","","","",19.10326774691358,"",53.34707175925926,67.39812232905983,67.39812232905983,"",47.146364454732506,"","",47.146364454732506,63.08220486111111,"",37.13475,"","","","",74.21683429118774,"",0.08795138888888888,"","","","","",66.26971296296297,"","",66.26971296296297,"","","","","","","","",2.1931481481481483,2.1931481481481483,"","","",145.5445235339506,144.05342824074074,153.28829861111112
2015-01-16,1121,211.07823619783923,222.4147000747145,156.44593427002584,257.98315295815297,"",275.9863331271433,233.6529878618114,163.18317611634322,276.0742149758454,"","","","","","",206.38260416666665,130.83954668209876,68.92734269579476,"",131.54881724537037,101.85243301388888,"","",302.6823765432099,159.73265398550726,549.1250810185185,"","","","",29.15490162037037,"",54.34707175925926,67.8596607905983,67.8596607905983,"",43.33172800925926,"","",43.33172800925926,58.00654987373737,"",31.612291666666664,"","","","",67.91525607638889,"","","","","","","",56.05809413580247,"","",56.05809413580247,"","","","","","","","",3.1931481481481483,3.1931481481481483,"","","",146.5445235339506,145.05342824074074,154.28829861111112
2015-01-17,1107,213.91752735119942,224.97058522114347,159.0158864379085,257.38270370370367,"",282.13721781287006,231.16285583103766,164.18317611634322,277.0742149758454,"","","","","","",216.31228260869565,131.83954668209876,69.92734269579476,"",132.54881724537037,102.85243301388888,"","",303.6823765432099,157.31281028368795,550.1250810185185,"","","","",58.30980324074074,"",58.796095679012346,76.19778093434344,76.19778093434344,"",33.17825231481481,"","",33.17825231481481,60.28577196382429,"",30.103653846153843,"","","","",73.37627314814814,"","","","","","","",112.44952160493828,"","",112.44952160493828,"","","","","","","","",4.193148148148148,4.193148148148148,"","","",147.5445235339506,146.05342824074074,155.28829861111112
2015-01-18,151,120.46161699779249,141.63367424242423,131.87210339506174,213.81488095238095,"",158.2171170910494,165.73918034511783,80.67898005555556,172.2057638888889,"","","","","","",3.6406134259259257,54.36625,44.03098668981482,"","","","","",250.06213541666668,143.10664219135802,"","","","","",59.30980324074074,"",131.38828703703703,77.19778093434344,77.19778093434344,"",34.17825231481481,"","",34.17825231481481,11.60349537037037,"",13.537411265432098,"","","","",0.9469791666666667,"","","","","","","",113.44952160493828,"","",113.44952160493828,"","","","","","","","",5.193148148148148,5.193148148148148,"","","",148.5445235339506,147.05342824074074,156.28829861111112
2015-01-19,155,118.02389784946236,137.21670321637427,132.87210339506174,187.96302083333333,"",164.09612218196457,166.73918034511783,81.67898005555556,173.2057638888889,"","","","","","",1.5468711419753085,55.36625,45.03098668981482,"","","","","",251.06213541666668,144.10664219135802,"","","","","",20.10326774691358,"",132.38828703703703,78.19778093434344,78.19778093434344,"",35.17825231481481,"","",35.17825231481481,12.60349537037037,"",14.537411265432098,"","","","",1.9469791666666667,"","","","","","","",114.44952160493828,"","",114.44952160493828,"","","","","","","","",6.193148148148148,6.193148148148148,"","","",149.5445235339506,148.05342824074074,157.28829861111112
2015-01-20,168,101.2720486111111,117.86163333333333,98.10955531189084,151.17041666666665,"",140.67447445130315,179.36309837962963,59.05641432539682,48.01902199074074,"","","","","","",2.820306712962963,45.8415625,"","","","","","",199.04970833333334,130.59597797222222,"","","","","",20.76993441358025,"",133.38828703703703,86.61755902777779,86.61755902777779,"",31.15448533950617,"","",31.15448533950617,6.852038966049382,"",8.913829732510287,"","","","",0.7615222646604938,"","","","","","","",115.44952160493828,"","",115.44952160493828,"","","","","","","","",7.193148148148148,7.193148148148148,"","","",256.63357060185183,355.2671412037037,158.28829861111112
2015-01-21,186,91.80515073906064,105.01246835081757,91.68790187326388,152.17041666666665,"",115.9457821268238,180.36309837962963,56.05265337037037,49.01902199074074,"","","","","","",3.320306712962963,43.238365384615385,"","","",0.16400462962962964,"","",142.89264880952382,119.63270724747476,0.01744806712962963,"","","","",12.861960648148147,"",134.38828703703703,91.79728780864198,91.79728780864198,"",34.165520006613754,"","",34.165520006613754,6.214964506172839,"",9.802718621399176,"","","","",0.8728813155864197,"","","","","","","",116.44952160493828,"","",116.44952160493828,"","","","","","","","",8.193148148148149,8.193148148148149,"","","",171.75571373456788,178.13357060185186,159.28829861111112
2015-01-22,195,86.99848290598291,102.59233682983682,83.04916140572391,168.63379629629628,"",116.91547909652077,168.01247464726632,50.36901649441721,50.01902199074074,"","","","","","",7.640613425925926,44.238365384615385,"","","",1.1640046296296296,"","",125.90606770833334,110.57998164351852,1.0174480671296295,"","","","",22.436601080246913,"","",92.79728780864198,92.79728780864198,"",28.959840005446623,"","",28.959840005446623,4.901359310699588,"",13.704077932098764,"","","","",0.5147043942901235,"","","","","","","",117.44952160493828,"","",117.44952160493828,"","","","",0.14346064814814816,0.14346064814814816,"","",9.193148148148149,9.193148148148149,"","","",172.75571373456788,179.13357060185186,160.28829861111112
2015-01-23,193,78.16427029360968,89.77960680751174,73.926213497151,171.58802083333333,"",104.97181464947091,175.75062987329434,45.51518224472736,25.52854238715278,"","","","","","",8.640613425925926,45.238365384615385,"","",2.1765163078703704,1.1159528414351851,"","",126.65606770833334,63.43486154063786,2.0174480671296298,"","","","",17.577450810185184,"","",93.79728780864198,93.79728780864198,"",31.457330005787036,"","",31.457330005787036,5.734692644032922,"",14.204077932098764,"","","","",1.5147043942901235,"","","","","","","",118.44952160493828,"","",118.44952160493828,"","","","",1.1434606481481482,1.1434606481481482,"","",10.193148148148149,10.193148148148149,"","","",173.75571373456788,180.13357060185186,161.28829861111112
2015-01-24,201,74.73699204826562,82.0008735593638,68.82626434647817,169.08802083333333,"",93.29712290919953,183.45899819958848,42.01366402025463,26.52854238715278,"","","","","","",9.640613425925926,40.07325,"","",3.1765163078703704,2.115952841435185,"","",127.65606770833334,48.3261461554784,3.0174480671296298,"","",0.35768251157407405,"",14.261960648148147,"","",94.79728780864198,94.79728780864198,"",39.10977334104938,"","",39.10977334104938,5.593408834422657,"",16.806116898148147,"","","","",2.160611552706553,"","","","","","","",119.44952160493828,"","",119.44952160493828,"","","","",2.143460648148148,2.143460648148148,"","",11.193148148148149,11.193148148148149,"","","",174.75571373456788,181.13357060185186,162.28829861111112
2015-01-25,200,75.52067700850695,82.76711299806097,72.37538524819959,170.08802083333333,"",94.29712290919953,174.85589303118908,39.10333092750421,2.114169548611111,"","","","","","",0.9178472222222223,41.07325,"","",4.17651630787037,3.115952841435185,"","",128.65606770833335,45.60875029736467,4.01744806712963,"","","","",14.861960648148147,"","",95.79728780864198,95.79728780864198,"",40.10977334104938,"","",40.10977334104938,6.593408834422657,"",17.806116898148147,"","","","",3.160611552706553,"","","","","","","",120.44952160493828,"","",120.44952160493828,"","","","",3.143460648148148,3.143460648148148,"","",12.193148148148149,12.193148148148149,"","","",175.75571373456788,182.13357060185186,163.28829861111112
2015-01-26,201,76.13997712289249,83.22668001097671,73.37538524819959,171.08802083333333,"",95.29712290919953,175.85589303118908,40.10333092750421,3.114169548611111,"","","","","","",1.9178472222222223,42.07325,"","",5.17651630787037,4.115952841435185,"","",129.65606770833335,46.60875029736467,5.01744806712963,"","","","",13.218300540123456,"","",96.79728780864198,96.79728780864198,"",41.10977334104938,"","",41.10977334104938,7.593408834422657,"",18.806116898148147,"","","","",4.160611552706553,"","","","","","","",121.44952160493828,"","",121.44952160493828,"","","","",4.143460648148148,4.143460648148148,"","",13.193148148148149,13.193148148148149,"","","",176.75571373456788,183.13357060185186,164.28829861111112
2015-01-27,206,74.90147653721682,84.28379329004329,77.15698272792022,171.71302083333333,"",100.86933828224777,168.01309837962964,37.761386683545524,4.114169548611111,"","","","","","","",43.07325,"","",6.17651630787037,5.115952841435185,"","",116.13872685185187,47.60875029736467,6.01744806712963,"","","","",14.861960648148147,"","",73.34796585648148,73.34796585648148,"",36.094091435185184,"","",36.094091435185184,8.593408834422657,"",19.806116898148147,"","","","",5.160611552706552,"","","","","","","",122.44952160493828,"","",122.44952160493828,"","","","",5.143460648148148,5.143460648148148,"","",14.193148148148149,14.193148148148149,"","","",133.31678530092591,122.7557137345679,165.28829861111112
2015-01-28,212,73.5033215408805,81.25282091097309,72.57434110449735,153.5226851851852,"",98.47369367283952,168.71309837962963,36.84472001687886,5.114169548611111,"","","","","","","",44.07325,"","",7.17651630787037,6.115952841435185,"","",117.13872685185187,45.13669670469577,7.01744806712963,"","","","",11.32997189153439,"","",74.34796585648148,74.34796585648148,"",39.870560007122506,"","",39.870560007122506,9.593408834422657,"",20.806116898148147,"","","","",6.160611552706552,"","","","","","","",123.44952160493828,"","",123.44952160493828,"","","","",6.143460648148148,6.143460648148148,"","",15.193148148148149,15.193148148148149,"","","",134.31678530092591,123.7557137345679,166.28829861111112
2015-01-29,220,69.37592803030303,76.78135040160642,68.53605169753087,154.5226851851852,"",81.79426697530864,177.84788708847736,39.22927306109098,6.114169548611111,"","","","","","",0.09006172839506173,45.07325,"","",8.17651630787037,7.115952841435185,"","",96.65895833333335,46.13669670469577,8.01744806712963,"","","","",15.461960648148146,"","",75.34796585648148,75.34796585648148,"",40.332098468660966,"","",40.332098468660966,7.604397509259259,"",17.44489351851852,"",0.0016203703703703703,"","",4.649139298941798,"","","","","","","",124.44952160493828,"","",124.44952160493828,"","","","",7.143460648148148,7.143460648148148,"","",16.193148148148147,16.193148148148147,"","","",135.31678530092591,124.7557137345679,167.28829861111112
2015-01-30,213,69.73100547730829,76.71690104166666,74.19544426638177,116.64201388888888,"",75.9780780606996,188.89776279956428,40.016640804649754,7.114169548611111,"","","","","","",0.7934976417824074,33.58553571428571,0.24365863425925927,"",0.16430555555555557,5.410635227623456,"","",97.65895833333335,47.13669670469577,9.01744806712963,"","","","",25.769934413580245,"","",70.47504540598291,70.47504540598291,"",40.25517539173789,"","",40.25517539173789,8.12282059912854,"",24.741489197530864,"","","","",4.577710727513227,"","","","","","","",86.86971296296296,58.03061342592593,"",94.08714120370371,"","","","",8.143460648148148,8.143460648148148,"","",17.193148148148147,17.193148148148147,"","","",180.75571373456788,187.13357060185186,168.28829861111112
2015-01-31,221,68.06200980392157,73.44203648915187,80.50339795524691,108.59262820512821,"",74.89758946446447,189.89776279956428,39.307614104456015,4.057084774305555,"","","","","","",1.7934976417824073,30.38734375,1.2436586342592593,"",1.1643055555555555,3.8516880740740738,"","",77.5177529761905,44.927583591049384,10.01744806712963,"","","","",26.436601080246913,"","",71.47504540598291,71.47504540598291,"",44.60977334104938,"","",44.60977334104938,9.12282059912854,"",25.741489197530864,"","","","",5.577710727513227,"","","","","","","",87.86971296296296,59.03061342592593,"",95.08714120370371,"","","","",9.143460648148148,9.143460648148148,"","",18.193148148148147,18.193148148148147,"","","",181.75571373456788,188.13357060185186,169.28829861111112
2015-02-01,229,66.61442867540029,71.43581912878788,81.17006462191358,109.59262820512821,"",72.00540538936373,190.89776279956428,40.307614104456015,3.5703028433641975,"","","","","","",2.234798113425926,31.38734375,2.2436586342592593,"",2.1643055555555555,4.851688074074074,"","",73.28323611111112,38.32854188143004,11.01744806712963,"","","","",40.65490162037037,"","",72.47504540598291,72.47504540598291,"",42.10132923789173,"","",42.10132923789173,10.12282059912854,"",26.741489197530864,"","","","",6.577710727513227,"","","","","","","",88.86971296296296,60.03061342592593,"",96.08714120370371,"","","","",10.143460648148148,10.143460648148148,"","",19.193148148148147,19.193148148148147,"","","",182.75571373456788,189.13357060185186,170.28829861111112
2015-02-02,229,67.61442867540029,72.43581912878788,82.17006462191358,110.59262820512821,"",73.00540538936373,191.89776279956428,41.307614104456015,4.570302843364197,"","","","","","",3.2347981134259256,32.38734375,3.2436586342592593,"",3.1643055555555555,5.851688074074074,"","",74.28323611111112,39.32854188143004,12.01744806712963,"","","","",41.65490162037037,"","",73.47504540598291,73.47504540598291,"",43.10132923789173,"","",43.10132923789173,11.12282059912854,"",27.741489197530864,"","","","",7.577710727513227,"","","","","","","",89.86971296296296,61.03061342592593,"",97.08714120370371,"","","","",11.143460648148148,11.143460648148148,"","",20.193148148148147,20.193148148148147,"","","",183.75571373456788,190.13357060185186,171.28829861111112
2015-02-03,227,68.19565071346264,71.49951235729618,102.26745004873294,111.59262820512821,"",72.59514897910732,192.54482162309367,36.26473971271495,4.177727132523148,"","","","","","",4.586995283564814,33.38734375,2.1218293171296296,"",4.164305555555556,6.851688074074074,"","",66.42638480392158,34.567321612654325,13.01744806712963,"","","","",42.65490162037037,"","",80.09796585648148,80.09796585648148,"",49.83172800925926,"","",49.83172800925926,13.291996441798942,"",28.741489197530864,"","","","",9.098904562289562,"","","","","","","",75.05809413580248,62.03061342592593,"",77.66971296296296,"","","","",12.143460648148148,12.143460648148148,"","",21.193148148148147,21.193148148148147,"","","",138.56678530092591,127.42238040123458,172.28829861111112
2015-02-04,245,60.744541681453136,63.319857874770925,114.35773828976035,104.19315476190476,"",68.3383526234568,149.6596119281046,32.94879715987157,4.142181706018518,"","","","","","",3.724663522376543,35.29982142857143,5.243658634259259,"",5.164305555555556,7.851688074074074,"","",57.31242708333334,31.12140641107253,14.01744806712963,"","",0.17082104166666667,"",29.103267746913577,"","",69.51254216269841,69.51254216269841,"",46.21066182659933,"","",46.21066182659933,13.005863345679012,"",21.056116898148147,"","","","",10.098904562289562,"","","","","","","",59.793570601851854,63.03061342592593,"",59.33550925925926,"","","","",13.143460648148148,13.143460648148148,"","","","","","","",139.56678530092591,128.42238040123456,173.28829861111112
2015-02-05,250,59.44565084782407,62.00211647156932,98.0540775462963,105.19315476190476,"",75.51921108608609,137.1785223765432,32.432668127613496,6.177727132523148,"","","","","","",4.7246635223765425,36.29982142857143,6.243658634259259,"",6.164305555555556,8.851688074074074,"","",58.31242708333334,29.650528994836183,15.01744806712963,"","","","",12.901400462962963,"","",65.74503935185186,65.74503935185186,"",45.937934553872054,"","",45.937934553872054,13.87253001234568,"",22.056116898148147,"","","","",10.91708638047138,"","","","","","","",55.149840534979425,64.03061342592592,12.043897222222222,60.04979497354498,"","","","",14.143460648148148,14.143460648148148,"","","","","","","",140.56678530092591,129.42238040123456,174.28829861111112
2015-02-06,262,56.837453099068775,58.55754933312086,72.89190929355281,105.69315476190476,"",72.23617462013296,124.4606701388889,30.24709039853395,7.177727132523148,"","","","","","",4.293497641782407,37.29982142857143,7.243658634259259,"",7.164305555555556,10.564610092592593,"","",59.31242708333334,27.721163926404856,16.017448067129628,"","","","",15.718300540123456,"","",66.74503935185186,66.74503935185186,"",46.937934553872054,"","",46.937934553872054,13.442996886574074,"",15.370744598765432,"","","","",12.308795018518518,"","","","","","","",57.168570601851854,65.03061342592592,13.043897222222222,63.22476080246914,"","","","",15.143460648148148,15.143460648148148,"","","","","","","",141.56678530092591,130.42238040123456,175.28829861111112
2015-02-07,272,54.7184290880736,58.3788053717682,68.76143279054916,75.70019841269841,"",70.15527025462964,119.43873346560846,28.08319696400064,6.5421817060185194,"","","","","","",3.7246635223765434,38.29982142857143,8.243658634259258,"",5.082152777777778,11.564610092592593,"","",131.53106770833335,28.721163926404856,17.017448067129628,"","","","",13.901400462962963,"","",67.74503935185186,67.74503935185186,"",34.95448533950617,"","",34.95448533950617,10.899365799220272,"",10.913829732510287,"","","","",10.908795018518518,"","","","","","","",51.81650720164609,66.03061342592592,14.043897222222222,55.19265211640212,"","","","",16.14346064814815,16.14346064814815,"","","","","","","",95.04452353395061,78.85342824074074,176.28829861111112
2015-02-08,276,54.90729243462325,57.97836184884914,67.4693850308642,76.70019841269841,"",67.76692405202823,120.43873346560846,29.08319696400064,7.5421817060185194,"","","","","","",4.724663522376543,39.29982142857143,9.243658634259258,"",6.082152777777778,12.564610092592593,"","",132.53106770833335,29.721163926404856,18.017448067129628,"","","","",11.47886702674897,"","",68.74503935185184,68.74503935185184,"",38.45123429232804,"","",38.45123429232804,11.899365799220272,"",11.913829732510287,"","","","",11.908795018518518,"","","","","","","",52.81650720164609,67.03061342592592,15.043897222222222,56.19265211640212,"","","","",17.14346064814815,17.14346064814815,"","","","","","","",96.04452353395061,79.85342824074074,177.28829861111112
